text,airline,prediction
"@WestJet I will be providing a full report online.  I have privity with you, not @BahiaPrincipe Jamaica. They are just a party to the fraud!",WestJet,negative
@WestJet your westjet rep is useless.  We have 14 people who are upset with this 2.5 star hotel you sold as a 5 star. @BahiaPrincipe Jamaica,WestJet,negative
ICYMI: The teams have been announced for the @WestJet Players' Championship in #Toronto ‚û°Ô∏è https://t.co/qaNEfBaSaO‚Ä¶ https://t.co/KKfCXhLG9M,WestJet,neutral
@WestJet nothing $100 change fee and $158 fare difference wouldn't fix.,WestJet,negative
RT @WestJet: New best friends: @A_Sanch41 and this little fella. https://t.co/YIpzYe4HWk,WestJet,neutral
#princealbert bound with the amazing folks @WestJet #vipCoaching with Scantech Security https://t.co/tRGDfTLBqU,WestJet,positive
Flew @WestJet today! On board coffee was @McDonalds! Made my day! https://t.co/Tjq4us4sDW,WestJet,negative
@WestJet Great! Thank you! My first time flying with #WestJet Ì†ΩÌ∏Ö,WestJet,positive
@WestJet do I have to print out my itinerary or can I just come with my confirmation number and print out my boarding pass there?,WestJet,negative
I was shocked to see how terrible the service with @westjet was in #Saskatoon. Not 1 but 3 extremely ride reps. Ì†ΩÌ∏û,WestJet,negative
Kudos to my nice check in agent Amy at YEG yesterday. You rock!! Thanks for being so helpful. @WestJet,WestJet,negative
RT @WestJet: Thanks for all the retweets and shares everyone. Fantastic news. https://t.co/EOmwtTe4zV,WestJet,positive
You could win two tickets to anywhere @WestJet flies from @robinjfarr at the Canadian Employee Ownership Conference‚Ä¶ https://t.co/OU8QMunSTF,WestJet,negative
@kamituel @timbray @WestJet hasn't stopped other airlines offering garuntees for timing (Alaska is 20 mins I think),WestJet,negative
It's a full house for the Post-Budget B'fast &amp; for the keynote by Hon. @RonaAmbrose @CPC_HQ w/ @obj_news @MNP_LLP‚Ä¶ https://t.co/ytaHYd3czR,WestJet,neutral
"Thank you @MNP_LLP, Impact Public Affairs, @CPAcanada, @fairmontlaurier and @WestJet for sponsoring today's Post-Budget Breakfast #event.",WestJet,negative
@YWGairport : @united shows btw 14-20 weekly non-stop flights to ORD through Feb next year. 7/wk? Is @WestJet or‚Ä¶ https://t.co/wydXsiPSmF,WestJet,negative
"@WestJet wow what a terrible experience i just had on a WestJet fly, why the f does WestJet don't have reclining seats in their planes!!",WestJet,negative
@WestJet ya they don't show for me. Will call. Thanks for the heads up and speedy reply!,WestJet,negative
"@WestJet thank you, I wasn't aware of that. They arrived on time!",WestJet,negative
@WestJet my 3yr old would like to know if you have plans for a Moana plane. Also it's a shame you don't have Disney model planes for sale :(,WestJet,negative
@WestJet could Logan Airport staff be notified their check-in desk is unattended,WestJet,negative
Some of the flight delays through Deer Lake Airport this am. @AirCanada @PALairlines @WestJet #nltraffic https://t.co/IfPRON0rLZ,WestJet,negative
RT @ClintTrahan: Hey @WestJet - photo contest contender? #newyork #StatueOfLiberty https://t.co/vaWMgevwKJ,WestJet,negative
"@timbray @WestJet Isn't it the airport staff that handles luggage unload, not the airlines?",WestJet,negative
@OilersAndBeer @WestJet this makes my heart so happy!! Ì†ΩÌ≤ú,WestJet,negative
RT @WJSHL: Thursday @soulkitchenbbq will be serving it's delicious food from 11-2 @WestJet Campus. As usual 10% to @RMHSouthernAB #Springis‚Ä¶,WestJet,negative
"Have now waited 30+ minutes for baggage, we're the only incoming flight. It's 11:18pm. @WestJet, shame on you.",WestJet,negative
"RT @SportEventsCong: Presented by @WestJet, the #PRESTIGE recipient is: @MyVancouver. Sport Hosting partnership 1st of its kind in Van! htt‚Ä¶",WestJet,negative
"@WestJet yes, do to a family emergency I need assistance rebooking/cancelling my flight but no one has really been helpful.",WestJet,negative
RT @kam_sekhon: lut lo gareeb nu @WestJet,WestJet,neutral
lut lo gareeb nu @WestJet,WestJet,neutral
RT @kam_sekhon: leave it to @WestJet to have the dumbest cancellation policy Ì†ΩÌ∏†Ì†ΩÌ∏í,WestJet,negative
leave it to @WestJet to have the dumbest cancellation policy Ì†ΩÌ∏†Ì†ΩÌ∏í,WestJet,negative
"@WestJet- now flight127 is delayed, unbelievable! My streak of not getting on an on time flight in 2017 continues... https://t.co/5hqkSe3jP3",WestJet,negative
@WestJet looking forward to #flyingwithyoufriday,WestJet,neutral
Been a busy few weeks travelling across Canada broadcasting events. Special thanks to @WestJet for always getting us where we need to be!,WestJet,negative
"RT @RMHManitoba: $50,000+ worth of prizes to be won from contributors like @WestJet, @lazboy &amp; @IJewellers at our #HopeCouture Gala! https:‚Ä¶",WestJet,negative
"Over 24 hours later and I'm in Toronto. Thanks for a great flight, @WestJet",WestJet,negative
"@CJohnstonWHL @WestJet @CityofPG @StudentUniverse Decisions. Went for the free beer I see Ì†ΩÌ∏úÌ†ºÌΩª
Give my Boo a hug!",WestJet,negative
RT @campb3ll69soup: Thank you @WestJet I will fly with no one else but you guys!!!!!! https://t.co/lJcLJS1QXZ,WestJet,positive
Thank you @WestJet I will fly with no one else but you guys!!!!!! https://t.co/lJcLJS1QXZ,WestJet,positive
The word of the GoFundMe me reached a @WestJet pilot and he offered 2 FREE tickets tomorrow for more of Cam's buddies to come here.,WestJet,negative
@AirCanada should really take some notes from @WestJet. Move my flights a week out for free! @AirCanada $200 #stealing #pissed #boycott,WestJet,negative
@WestJet @BahiaPrincipe Jamaica so nothing? I will be issuing a full report online.  I am appalled. Fraudulent Misrepresentation,WestJet,negative
RT @SLAPS_StLucia: 11 pupies #rescuedogs  are on their way to #forehomes in #Ontario #Canada from #StLucia!  Thanks @WestJet transporting t‚Ä¶,WestJet,positive
@WestJet @BahiaPrincipe REALLY? The staff at the front desk won't even provide the name of the General Manager. You are in legal peril.,WestJet,negative
@WestJet they said they never heard back from you guys about the confirmation :(,WestJet,negative
"@WestJet tonight at Mikado ""Japanese"" restaurant at @BahiaPrincipe Jamaica cockroaches on food tables.",WestJet,negative
@WestJet I booked a flight 24 hours ago through expedia and still haven't received a confirmation... What is the issue?,WestJet,negative
Please RT in support of fellow Westjetters daughter who is paralyzed after recent accident. @WestJet @NTVNewsNL https://t.co/OIfGf1NTOQ,WestJet,negative
"Always a fun time when @WestJet visits @FlyYYC with Anna, Elsa, And Olaf! https://t.co/M51pcTkIYa",WestJet,negative
@WestJet   Wish u could make me smile. Boo on u,WestJet,negative
RT @t1mth0mpson: Ì†ºÌΩÄÌ†ºÌºà Happy St Patrick's DayÌ†ºÌΩÄÌ†ºÌºà @WestJet @yfcairport @FredTourism  @CityFredGov  #kissmeimirish #StPaddysDay #wjencore https:/‚Ä¶,WestJet,neutral
RT @sassyles: Let your dreams take flight @WestJet @WestJetMagazine @ExploreCanada @TravelAlberta #Canada150 #TravelTuesday https://t.co/vx‚Ä¶,WestJet,negative
"RT @WestJet: Ready to go! ‚úàÔ∏è #WestJet  

Photo via avop_photography on Instagram https://t.co/oNNdQncxhD",WestJet,negative
"RT @WestJet: We're always on the search for epic view points. 

Photo via briansfuji on Instagram ‚úàÔ∏è #WestJet #ExploreCanada https://t.co/A‚Ä¶",WestJet,negative
@WestJet is it PSP?,WestJet,neutral
#wingletwednesdays @WestJet taking me home from a short stay in Puerto Vallarta https://t.co/1j3pamYJfJ,WestJet,negative
@WestJet Palm Springs Ì†æÌ¥îÌ†æÌ¥î,WestJet,neutral
"Sunset from @westjet
#nofilter #sunset #sun #canada150 #airport #plane #quebec_travelers‚Ä¶ https://t.co/OPcIy2ZeYp",WestJet,negative
@WestJet please send extra planes to @stjohnsairport tomorrow evening - cheerleaders travelling to Halifax for competition! #SOS #HELP,WestJet,negative
@westjet your app does not retain the booking reference unless I sign up as a wj member. Massively annoying. Fix it please.,WestJet,negative
@grandslamcurl @WestJet @MattamyAC @TeamGushue @TeamHoman YEAH!!!!!! I live in Toronto nowÌ†ΩÌ∏ÑÌ†ΩÌ∏ÑÌ†ΩÌ∏Ñ,WestJet,neutral
"How to create campaign awareness like @WestJet #WestJet #PublicRelations #writerslife #WednesdayWisdom 

https://t.co/VkVJAdgQjz",WestJet,negative
Look who I found at DOMESTIC @westjet but is flying to LA - traviswburke and we're currently on‚Ä¶ https://t.co/fcFulxh1CQ,WestJet,negative
Just booked my @WestJet flight to @CityofPG using @StudentUniverse. I'm taking advantage of the final months of bei‚Ä¶ https://t.co/xCtvsrsIiH,WestJet,negative
@cherylgoguen @WestJet true. You could assume that the kennels could be sanitized well after each use. But who knows. It was just an idea Ì†ΩÌ∏ä,WestJet,negative
RT @Tomgood01: You sure appreciate @Gogo ( $GOGO )wifi service after flying with @WestJet and useing their wifi instead!Ì†ΩÌ∏ìÌ†ΩÌ∏ìÌ†ΩÌ∏ì https://t.co/0e‚Ä¶,WestJet,negative
You sure appreciate @Gogo ( $GOGO )wifi service after flying with @WestJet and useing their wifi instead!Ì†ΩÌ∏ìÌ†ΩÌ∏ìÌ†ΩÌ∏ì https://t.co/0esXXifz3Y,WestJet,negative
@carapthomas @WestJet an already stressed out animal would be best in a carrier that doesn't have another animals scent,WestJet,negative
@carapthomas @WestJet Walmart has them cheap,WestJet,neutral
"@WestJet u delayed me 9 hours in airports on Monday and when I ask to get on a flight that leaves 2 hours earlier today, u charge me $100",WestJet,negative
@WestJet thank you!,WestJet,positive
@WestJet I've been waiting for over an hour and about 10 other passengers are having the same issue. A representative has yet to come,WestJet,negative
"@WestJet I was supposed to board flight 3605 to Toronto. It was cancelled and I was directed to retrieve my bag, but it never appeared",WestJet,negative
Thursday @soulkitchenbbq will be serving it's delicious food from 11-2 @WestJet Campus. As usual 10% to @RMHSouthernAB #SpringishereBBQTime,WestJet,negative
@WestJet ten other people need help as well plz,WestJet,negative
"@WestJet can you send someone to baggage claim at Logan Airport please, my bag has been lost for an hour help me plz",WestJet,negative
@brandynnleigh @WestJet hopefully not this is sick,WestJet,negative
will i ever take another @WestJet flight that doesn't get cancelled on me? who knows.,WestJet,negative
World's best #curling teams set to square off at @WestJet Players' Championship in #Toronto ‚û°Ô∏è‚Ä¶ https://t.co/oWOJOkJr91,WestJet,negative
@AirCanada @WestJet Will be flying less w you. SKGov cut STC - how we got to airport fr 130 km away. LongTermAirParking$15/day prohibitive,WestJet,negative
@beherit @WestJet Where are you stuck at?,WestJet,neutral
@WestJet flight #2754,WestJet,neutral
@WestJet also attendant said the blankets are $15 when in the book it's priced at $4 didn't offer anything to help the situation.,WestJet,negative
@WestJet No they didn't do anything. Heard the lovely sounds of flushes and the smell of gas the entire time.,WestJet,negative
@WestJet @robin_927 3 days to get her home from LA.....its delay after delay not a singular delay,WestJet,negative
My @WestJet #WingletWednesday was from Monday leaving @flyLAXairport Ì†ΩÌ≤ôÌ†ΩÌ≤ö‚úàÔ∏è https://t.co/sJdk8BFGXP,WestJet,negative
@HowAJerryEat @WestJet Had to sprint across the Calgary airport to catch a connecting flight. Curse was almost worse than ever.,WestJet,negative
.@WestJet Still nothing ‚Äì you guys must get like a billion emails a day.,WestJet,negative
RT @beherit: Cooooool @WestJet Increase my layovers between flights for BLFC to 12+ hours weeks after I buy my tickets. What do I care?!  *‚Ä¶,WestJet,negative
@WestJet and the agent told me that I would have to book separately.  Since this is your rule I would like my luggage at no charge please.,WestJet,negative
@WestJet she is travelling with me but on a different confirmation number because we used her companion fare for our daughter cont,WestJet,negative
@WestJet thanks u guys I can't wait to be a westjetter,WestJet,negative
@BESTofMATT @WestJet the curse may be over?,WestJet,neutral
@WestJet why are you wanting to charge me for my checked bag when my wife has you @WestJet @RBC_Canada @Mastercard.  I thought it was free.,WestJet,negative
Day two of #delayed flights and terrible staff with @WestJet,WestJet,negative
"RT @HowardSlutsken: It's #WingletWednesday! I took this from a @WestJet 737 departing @JohnWayneAir-SNA, looking up the SoCal coast. #AvGee‚Ä¶",WestJet,negative
RT @a_vekic: @WestJet #WingletWednesday beautiful Great Slave Lake NWT Ì†ºÌ∑®Ì†ºÌ∑¶ #canada150 #Explore https://t.co/s6HgIpYVQX,WestJet,positive
@WestJet #WingletWednesday beautiful Great Slave Lake NWT Ì†ºÌ∑®Ì†ºÌ∑¶ #canada150 #Explore https://t.co/s6HgIpYVQX,WestJet,positive
Thanks @westjet for nice flight to #YLW #Kelowna. Excited for first day of #GatheringOurVoices #FirstNations youth‚Ä¶ https://t.co/Mt8Q6WT0sY,WestJet,negative
@WestJet Boeing 737-8CT (#CGKWA) (C-GKWA) taxis to Runway 7L at PHX. https://t.co/WzzApRsGCn,WestJet,negative
"RT @DataJunctions: @AirCanada @WestJet #SubjectMatter useful to #focus on #TechTrends, #Create #jobs #employment #RT #airports #airlines ht‚Ä¶",WestJet,negative
"@AirCanada @WestJet #SubjectMatter useful to #focus on #TechTrends, #Create #jobs #employment #RT #airports‚Ä¶ https://t.co/fbbq2p7mrq",WestJet,negative
@SMExaminer @WestJet we're working on it Erik! Ì†ΩÌ±åÌ†ΩÌ±ç,WestJet,neutral
@onlinepresentz @WestJet Get that work done so you can enjoy the event!  Ì†ΩÌ±ç - Erik #SMMW17,WestJet,negative
Where will you go if you win our BIG raffle? Top prize is a @WestJet   flight for two! https://t.co/2drta4cr53‚Ä¶ https://t.co/Ix24cxnq8V,WestJet,negative
@WestJet I can't understand if there is available seat why not just switch my flight?  On compassionate grounds?,WestJet,negative
when you're doing your managerial accounting case on @WestJet and JUST realize that your dad was an aircraft mechanic &amp; airplane afficinado,WestJet,negative
"RT @onlinepresentz: Working hard on the flight to San Diego with @WestJet, getting excited for #SMMW17 with @SMExaminer! #networking #socia‚Ä¶",WestJet,negative
@WestJet had to cancel my flight and lose $100.,WestJet,negative
"@WestJet and was told flight was available to change, but would require me to pay additional $500+ to make it to the memorial.",WestJet,negative
@WestJet I'm just so disappointed that I had a sudden death.  Booked trying to spend time w her and she died.,WestJet,negative
"Working hard on the flight to San Diego with @WestJet, getting excited for #SMMW17 with @SMExaminer! #networking‚Ä¶ https://t.co/fuKOode5lD",WestJet,negative
@beherit @WestJet Call customer support. That's a bit ludicrous.,WestJet,negative
Cooooool @WestJet Increase my layovers between flights for BLFC to 12+ hours weeks after I buy my tickets. What do I care?!  *SCREEEEEEEEES*,WestJet,negative
"@WestJet issues w/ US customs at YHZ, resulting in missed connection. employees Almira and Ruth were awesome helping us get straightened out",WestJet,negative
"Airlines should have a TV channel on board that gives u the ""cockpit view"" U could choose to watch were you're going. #incredible @WestJet",WestJet,negative
@WestJet @A_Sanch41 @BlueJays  I'm melting even on this cold day!!,WestJet,negative
"@WestJet My friend is visiting #YYC tn, but booked the wrong return flight! He called- $500 to change, but website calculated $350. Help",WestJet,negative
Travelling with @WestJet? Don't forget to download their app for all your in-flight entertainment choices‚Ä¶ https://t.co/UkPLw8ofI8,WestJet,negative
"It's #WingletWednesday! I took this from a @WestJet 737 departing @JohnWayneAir-SNA, looking up the SoCal coast.‚Ä¶ https://t.co/CNbhoi73lh",WestJet,negative
11 pupies #rescuedogs  are on their way to #forehomes in #Ontario #Canada from #StLucia!  Thanks @WestJet transport‚Ä¶ https://t.co/yfwhJJNRtz,WestJet,neutral
"@WestJet I just booked, but the info provided was not accurate. You can only use credit/WJ dollars combined if it covers the entire cost.",WestJet,negative
Taking my fur baby on a @WestJet flight. Seems impossible to find a reasonably priced/SIZE on board pet carrier. Westjet should rent them. Ì†ΩÌ∏†,WestJet,negative
@WestJet arrived!,WestJet,neutral
@WestJet do you know what time there will be WJ associates able to help customers at YXJ today? First flight out is at 11am,WestJet,negative
"@WestJet - the Dr. Suess style safety instructions are cute, but I wonder if simple, plain language might be more understandable for all?",WestJet,negative
"Our big winner, David Knowles, accepts his 2 FREE round trip tickets compliments of @WestJet.
Thanks to all who sup‚Ä¶ https://t.co/HQQVu1kGih",WestJet,negative
Good morning @WestJet -- en route YYC-YYZ-YOW. https://t.co/QADLGjipxG,WestJet,negative
"@WestJet Super, thank you!",WestJet,positive
@WestJet Hi! Is it possible to book a flight with a combination of WJ dollars and Travel Bank credits? Are there FAQs about this? Thanks!,WestJet,negative
"@WestJet  Thank you for your quick response (via Twitter, at least). I will send a DM.",WestJet,negative
"Congrats to our @WestJet raffle winner - David Knowles of #Bracebridge, #Ontario. 
https://t.co/vGYp7jxPWd
Thanks to all who supported!",WestJet,neutral
"@WestJet, I sent you an email last Thursday and haven't received a response. I hope it is coming soon!",WestJet,negative
@WestJet Thanks! If I win anything it goes to @ACHFKids #Dominicstrong,WestJet,negative
"@WestJet Oh no worries, they were the ones who told me! Excited, going to #mco for @CMNHospitals @ExtraLife4Kids charity gaming tournament!",WestJet,negative
@eastvancity @WestJet @BBCBreaking @BBCNews good point. Hopefully not all international flights. Those 10hr flights from London would suck!,WestJet,negative
@WestJet Oh great ! Thanks guys.,WestJet,positive
@WestJet Oh wow that's long,WestJet,neutral
@WestJet I got a hold of an agent. Thank you for your help,WestJet,negative
"If @airtransat @AirCanadaRouge @WestJet had to ban large electronics, such as iPads, what do we use to watch inflight entertainment?",WestJet,negative
@gye_incognito @WestJet @BBCBreaking @BBCNews it would only be from inbound specific countries. Not domestically,WestJet,negative
.@WestJet Many thanks for the complimentary wine to celebrate our wedding anniversary on Monday night #YYZ to #LasVegas,WestJet,negative
So Gate A34 is actually B34 - suuuure @WestJet I'm trusting you on this one!,WestJet,negative
"If this comes to Canada, what's that mean for @WestJet who relies on personal tablets for in flight entertainment? https://t.co/lfDeXHH8Z3",WestJet,negative
@WestJet thank you!!  Ì†ΩÌ∏ä,WestJet,positive
@WestJet I sent a email to customer service over 10 days ago ... I still haven't received a response.  Is there another way to contact?,WestJet,negative
"@WestJet thanks!! One last question, is it possible to upgrade to plus prior to the 24 hours mark?",WestJet,negative
When @WestJet flys direct to @City_Abbotsford from @cityofwinnipeg and I won't have to stop in @CityofEdmonton https://t.co/CfhEW21UAc,WestJet,negative
@WestJet no I am trying to locate an item that was left onboard. The agent described a Found Item that matches what was left,WestJet,negative
"@WestJet too bad, thanks for replying!",WestJet,positive
RT @WestJet: RT @westjetmagazine: Four outdoor adventures in #Loreto #Mexico #WestJet https://t.co/9e5bBvefV6 https://t.co/oeveRksXaf,WestJet,negative
@WestJet we are flying to KOA from YMM in 3 weeks. Are there any restrictions on bringing an IPad on board? Checking jarred baby food? Ì†ΩÌ∏ä,WestJet,negative
@WestJet I have a Found Item # from an agent. Can't get answer on the phone- goes to VM. Is there another # to call?,WestJet,negative
@WestJet I left my,WestJet,neutral
RT @chris49303: Happy to be flying @WestJet today! http://t.co/5ATcZHmOXj,WestJet,positive
Nice to still have a bunch of aviation1sts. @WestJet flight.@Delta flight. @BoeingAirplanes 717 &amp; MD88 flights. @ATLairport. @NO_Airport,WestJet,negative
@WestJet do you have gift certificates available that we can purchase for people to use towards a flight?,WestJet,negative
"RT @Bell_LetsTalk: Thank you for helping our message take off, @WestJet. Your tweet has travelled far! #BellLetsTalk https://t.co/UF8YlzwVtK",WestJet,negative
Hi @WestJet no luck on new device or cleared browser. Trying to avoid at airport baggage fees. Is there a UK hotlin‚Ä¶ https://t.co/Z81OB4k148,WestJet,negative
"@smokeycrow Ooooo I like the idea of ""flying"" around urban Calgary on the @WestJet Bikeshare System Ì†ΩÌ∏â",WestJet,negative
"RT @smokeycrow: @TheCritninja ya, esp considering how their employees would benefit from it. Perhaps other #yyc based businesses. @WestJet‚Ä¶",WestJet,negative
"@TheCritninja ya, esp considering how their employees would benefit from it. Perhaps other #yyc based businesses. @WestJet @ShawInfo #wink",WestJet,negative
"@GEAviation @WestJet not soo much of a view, but still pretty #WingSeatWednesday #avgeek on a pleasant ride up to‚Ä¶ https://t.co/xNQSxLGtsZ",WestJet,negative
RT @flyYYG: There's still time for that trip down south! Let @WestJet take you from #PEI to sunny Orlando: https://t.co/LBkZg3mEIO https://‚Ä¶,WestJet,negative
There's still time for that trip down south! Let @WestJet take you from #PEI to sunny Orlando:‚Ä¶ https://t.co/VO0tDYypoW,WestJet,negative
RT @gee_analytics: @OpsMRO_ITConf today 0900: @WestJet highlighting value of integrated #EFBs #Connectivity &amp; #DataScience to #AirlineOps #‚Ä¶,WestJet,negative
@OpsMRO_ITConf today 0900: @WestJet highlighting value of integrated #EFBs #Connectivity &amp; #DataScience to #AirlineOps #masFlight #navAero,WestJet,negative
"@WestJet I got my eTA 11.30am today, and trying online check in for flight tomorrow. Still getting message saying I need an eTA. Tips?",WestJet,negative
"@WestJet Great job last night. Your agent was able to help my mom with her unexpected  flight change, seamlessly. Thank you!!!!",WestJet,negative
Happy to assist with your #listeners calls re#AirTravel tonight #Thursday if it helps @islandmorning  @flyYYG @AirCanada @WestJet,WestJet,negative
@WestJet they held it for us! Thanks again for being first class Ì†ΩÌ∏äÌ†ΩÌ≤ØÌ†ΩÌ≤ØÌ†ΩÌ≤Ø,WestJet,positive
RT @JetPhotos: A @Westjet 737 kicking up spray with reverse thrust on a wet runway in Barbados. https://t.co/SxlNL3EhbA ¬© Terris Scott http‚Ä¶,WestJet,negative
@WestJet HODMPT is my ref,WestJet,neutral
@WestJet or can I just get off this plane lol? I'd rather be stuck in my home town than an airport on the opposite side of the province,WestJet,negative
@WestJet in 30 mins from halifax and my flight from sydney to halifax hasn't even left yet (45mins). Will they hold that plane?,WestJet,negative
@WestJet I'm currently sitting on a runway on a westjet plane in sydney waiting on the longest De-Ice of all time. My Flight to YEG boards,WestJet,negative
@WestJet Ya'll there? I need you!,WestJet,neutral
"@WestJet @mattintoronto Please, Could you be so kind of writing to socialmedia@bahiaprincipe.com explaining what ha‚Ä¶ https://t.co/99xba4lldk",WestJet,negative
"RT @JohnBarrowman: I just felt like sitting in the floor:) Waiting for my plane to arrive, going back to Palm Springs via LA. @WestJet  JB‚Ä¶",WestJet,negative
"RT @JohnBarrowman: @ 37,000 feet. @WestJet  JB https://t.co/nMSAR5Kw19",WestJet,positive
"@WestJet @WestJetMagazine 
do you really need to be selling tickets to seaworld?

it changes the way people see you

https://t.co/eR84UOalJ4",WestJet,negative
"@WestJet great flight today! But your flight staff should speak slower over the speakers, couldn't understand a word they said!",WestJet,negative
Hey @elonmusk can you put a hyperloop across Canada so I can lol at @WestJet as they go bankrupt on my train ride to family and friends.,WestJet,negative
@WestJet can't wait for a hyperloop so I can lol as you go bankrupt.,WestJet,negative
@WestJet so frustrated with your false advertising and shitty customer service.,WestJet,negative
@WestJet just cancelled my flight because you can't do ANYTHING right.,WestJet,negative
"@WestJet quoted me a 16 minute wait time.  80 minutes &amp; counting, still waiting. #ownerscare my ass.",WestJet,negative
@WestJet always and forever ‚ù§Ô∏è,WestJet,positive
@WestJet the issue was resolved in 15 minutes once your maintenance person had to be flown in from Edmonton. Putting profits before people!,WestJet,negative
"@WestJet I hung up after 1 hour. I need to find out options to change flight (not eligible for online). Will try tmrw, not v pleased though!",WestJet,negative
Thank you Wesley @WestJet for making sure our little Ella was brought to us straight away!  #westjetcares #yyz to‚Ä¶ https://t.co/JPJhylBNMg,WestJet,negative
"Longer than usual wait times, @WestJet ? I've been on hold for more than 40 minutes. Is there any chance of getting helped tonight?",WestJet,negative
On hold with @WestJet for so long (an hour) that the coupon code expired...so hard to talk to a real person!,WestJet,negative
Honestly it's instant regret everytime i buy @AirCanada tickets. Never happens with @WestJet,WestJet,negative
4 flights &amp; a bit of grace made it possible for 1 mom w 3 under 4 to say goodbye to a great man Thankyou @WestJet f‚Ä¶ https://t.co/l8kILPl8V4,WestJet,negative
@WestJet it is unacceptable that there was no maintenance immediately available. No beverages handed out. Just a nice long delay #wecare lol,WestJet,negative
@WestJet I don't think ur running short of cash or customers.  If ur @aircanada I understand. absolute control of market means why not!,WestJet,negative
@WestJet your not telling me anything that I already know.  But does it make sense? Why both a penalty and locked credit? At 90% capacity?,WestJet,negative
@avzingel find the @WestJet desk and tell them everything while you are there...air canada had more than enough chances,WestJet,negative
@WestJet In Fort McMurray waiting for flight 144 to Edmonton. 1 hour delay advised by the desk 2 hours on the board pilot said 3 hours,WestJet,negative
Dear @WestJet  why can't I correct name spelling 5 minutes after I book a flight online... I've been on hold for over an hour now,WestJet,negative
"My job is ""ok"" @westjet #encore #airside #sunset #wheresdunphy #radiocheck @ YYC Calgary‚Ä¶ https://t.co/3Xg5ki4eMP",WestJet,positive
Hey @WestJet ! Wondering what the fee is to change my flight? Looking to come back a few days later than I thought. Thanks!,WestJet,negative
@WestJet maybe you should be on the search for better operations managers in Toronto. Worst experience ever. Second time. Done with you.,WestJet,negative
@WJSHL @WestJet probably not. They are slackers.,WestJet,neutral
@WestJet we managed to get a flight booked for tomorrow. Thank you!,WestJet,negative
"@WestJet Are you looking into this? If not, PLEASE do! https://t.co/uvmTrDd7wi",WestJet,neutral
@WestJet I will issue a comprehensive report on @BahiaPrincipe Jamaica with pics online.  SHAME on you for passing this off as 5 stars.,WestJet,negative
@WestJet changing my gate on me.. I get it.. friendship test... but I'm going to pass this test ... still mad love for ya Ì†ΩÌ±çÌ†ΩÌ∏ú,WestJet,negative
RT @jclemy: Great #yyc company @WestJet showing off at #adobesummit! Always great watching how they lead with digital. https://t.co/SJ3D46G‚Ä¶,WestJet,positive
The latest Columbas News! https://t.co/7NG3eZnM44 Thanks to @WestJet #belize #westjet,WestJet,positive
@zachbussey @WestJet wow what a great gesture.  I will have to fly Westjet next time,WestJet,positive
RT @zachbussey: Wow - unexpected and majorly appreciated! @WestJet just credited me with $150 after our delay on my Cuba trip. #CayoCoco ht‚Ä¶,WestJet,negative
Now my flight I was bumped to is late @WestJet? I wasn't impressed with not getting the exact seats I paid for now this?,WestJet,negative
"@WestJet I know that... but if I paid the fee, why not refund back to credit card?",WestJet,negative
@WestJet all good.  Phoned and agent straightened me out.  Tks,WestJet,negative
@WestJet regardless of the number of points?,WestJet,negative
not impressed @WestJet only giving us 1:30 mins between flights for vacation to punta cana now our flight to connect is delayed 30 mins now,WestJet,negative
@WestJet I'd check the engineering stamp before I went out there... ;),WestJet,neutral
@WestJet my daughter missed her flight! Can someone please help?!?!,WestJet,negative
"@WestJet might want to think about having some pens on trans-boarder flights, would be advertising and help with customs cards...",WestJet,negative
Getting told you've been bumped to a later flight when your connector isn't late #fail @WestJet,WestJet,negative
@WestJet beautiful!!,WestJet,positive
RT @lowellbroncos: On a @WestJet flight from Winnipeg to saskatoon got called fat again iam done with flying with @WestJet,WestJet,negative
On a @WestJet flight from Winnipeg to saskatoon got called fat again iam done with flying with @WestJet,WestJet,negative
Great #yyc company @WestJet showing off at #adobesummit! Always great watching how they lead with digital. https://t.co/SJ3D46GjAx,WestJet,positive
@WestJet why are members only given the seven and five digit coupon code I want to pay with a credit card so I need the eight digit code,WestJet,negative
RT @TourismAbby: Abbotsford is easy to access by air with @yxxairport. Flights with @WestJet @newleaftravel &amp; @AirCanada in a no-hassle air‚Ä¶,WestJet,negative
"RT @NYCAviation: ICYMI: Was @WestJet's ""Scary"" Approach Really As Bad As It Seemed? https://t.co/IGZf4qRshO‚Ä¶
By @stratoduck #avgeek #SMS ht‚Ä¶",WestJet,negative
. @WestJet So $100 cancellation fee still doesn't get me the option of refunding what's left to my credit card???  $100 buck to hold my $$!,WestJet,negative
Does @WestJet have internet available on flights to the US?,WestJet,negative
@WahibaChair @WestJet i think it's the one day sale :),WestJet,neutral
"@WestJet is your system down? When I click on departing options, I don't get the next step. Using Chrome. Help please?",WestJet,negative
"RT @SecretFlying: PROMO CODE: Montreal, Canada to Barbados for only $386 CAD roundtrip with @WestJet

https://t.co/m5ytMbBpRv https://t.co/‚Ä¶",WestJet,negative
Thank you @WestJet for your exceptional #CommunityInvestment - was on flight to PSP 10MAR with @gsaretsky &amp; wished I had personally thanked,WestJet,negative
Wow - unexpected and majorly appreciated! @WestJet just credited me with $150 after our delay on my Cuba trip.‚Ä¶ https://t.co/3LeuNk74PU,WestJet,negative
@WestJet Thanks for being an awesome airline!,WestJet,positive
"@westjet &gt; @aircanada every single time.
#CustomerService #ThanksForTheCredit",WestJet,negative
